Indicator,SurveyYear,CountryName,AGEGROUP (DISPLAY),SEX (DISPLAY),CHILDCAUSE (DISPLAY),Value
lx - number of people left alive at age x,2019,Gabon,5-9 years,Both sexes,,95775.47845
lx - number of people left alive at age x,2019,Gabon,10-14 years,Both sexes,,95268.87505
lx - number of people left alive at age x,2019,Gabon,80-84 years,Both sexes,,28809.60869
lx - number of people left alive at age x,2019,Gabon,85+ years,Both sexes,,15868.0393
nLx - person-years lived between ages x and x+n,2000,Gabon,<1 year,Male,,95745.23417
nLx - person-years lived between ages x and x+n,2000,Gabon,1-4 years,Male,,368455.6632
nLx - person-years lived between ages x and x+n,2000,Gabon,65-69 years,Male,,192715.3634
nLx - person-years lived between ages x and x+n,2000,Gabon,70-74 years,Male,,137413.0716
nLx - person-years lived between ages x and x+n,2000,Gabon,75-79 years,Male,,86055.41459
nLx - person-years lived between ages x and x+n,2000,Gabon,80-84 years,Male,,44715.93753
nLx - person-years lived between ages x and x+n,2000,Gabon,85+ years,Male,,21861.05117
nLx - person-years lived between ages x and x+n,2005,Gabon,55-59 years,Male,,312346.7623
nLx - person-years lived between ages x and x+n,2005,Gabon,60-64 years,Male,,266829.7951
nLx - person-years lived between ages x and x+n,2005,Gabon,65-69 years,Male,,213537.8772
nLx - person-years lived between ages x and x+n,2005,Gabon,70-74 years,Male,,156348.5147
nLx - person-years lived between ages x and x+n,2010,Gabon,45-49 years,Male,,392493.8174
nLx - person-years lived between ages x and x+n,2010,Gabon,50-54 years,Male,,365242.2349
nLx - person-years lived between ages x and x+n,2010,Gabon,55-59 years,Male,,329842.7581
nLx - person-years lived between ages x and x+n,2010,Gabon,60-64 years,Male,,284895.0877
nLx - person-years lived between ages x and x+n,2015,Gabon,35-39 years,Male,,437974.4993
nLx - person-years lived between ages x and x+n,2015,Gabon,40-44 years,Male,,424763.4823
nLx - person-years lived between ages x and x+n,2015,Gabon,45-49 years,Male,,406216.2698
nLx - person-years lived between ages x and x+n,2015,Gabon,50-54 years,Male,,380705.2267
nLx - person-years lived between ages x and x+n,2019,Gabon,20-24 years,Male,,464214.7574
nLx - person-years lived between ages x and x+n,2019,Gabon,25-29 years,Male,,459155.1996
nLx - person-years lived between ages x and x+n,2019,Gabon,30-34 years,Male,,453282.2397
nLx - person-years lived between ages x and x+n,2019,Gabon,35-39 years,Male,,445378.2749
nLx - person-years lived between ages x and x+n,2000,Gabon,10-14 years,Female,,455089.8499
nLx - person-years lived between ages x and x+n,2000,Gabon,15-19  years,Female,,452213.9261
nLx - person-years lived between ages x and x+n,2000,Gabon,20-24 years,Female,,447402.6158
nLx - person-years lived between ages x and x+n,2000,Gabon,25-29 years,Female,,437988.0164
nLx - person-years lived between ages x and x+n,2005,Gabon,1-4 years,Female,,376111.3894
nLx - person-years lived between ages x and x+n,2005,Gabon,5-9 years,Female,,462994.3916
nLx - person-years lived between ages x and x+n,2005,Gabon,10-14 years,Female,,459563.3704
nLx - person-years lived between ages x and x+n,2005,Gabon,15-19  years,Female,,456752.3914
nLx - person-years lived between ages x and x+n,2005,Gabon,80-84 years,Female,,98050.93238
nLx - person-years lived between ages x and x+n,2005,Gabon,85+ years,Female,,65828.31881
nLx - person-years lived between ages x and x+n,2010,Gabon,<1 year,Female,,97402.83872
nLx - person-years lived between ages x and x+n,2010,Gabon,1-4 years,Female,,380383.4314
nLx - person-years lived between ages x and x+n,2010,Gabon,5-9 years,Female,,469859.7439
nLx - person-years lived between ages x and x+n,2010,Gabon,70-74 years,Female,,238827.9516
nLx - person-years lived between ages x and x+n,2010,Gabon,75-79 years,Female,,181492.0116
nLx - person-years lived between ages x and x+n,2010,Gabon,80-84 years,Female,,118273.9136
nLx - person-years lived between ages x and x+n,2010,Gabon,85+ years,Female,,84285.33051
nLx - person-years lived between ages x and x+n,2015,Gabon,60-64 years,Female,,358436.9031
nLx - person-years lived between ages x and x+n,2015,Gabon,65-69 years,Female,,323155.7704
nLx - person-years lived between ages x and x+n,2015,Gabon,70-74 years,Female,,275528.502
nLx - person-years lived between ages x and x+n,2015,Gabon,75-79 years,Female,,213821.2315
nLx - person-years lived between ages x and x+n,2019,Gabon,50-54 years,Female,,418732.5924
nLx - person-years lived between ages x and x+n,2019,Gabon,55-59 years,Female,,398421.0712
nLx - person-years lived between ages x and x+n,2019,Gabon,60-64 years,Female,,372307.8542
nLx - person-years lived between ages x and x+n,2019,Gabon,65-69 years,Female,,337334.3076
nLx - person-years lived between ages x and x+n,2000,Gabon,35-39 years,Both sexes,,407893.4951
nLx - person-years lived between ages x and x+n,2000,Gabon,40-44 years,Both sexes,,389352.825
nLx - person-years lived between ages x and x+n,2000,Gabon,45-49 years,Both sexes,,366789.652
nLx - person-years lived between ages x and x+n,2000,Gabon,50-54 years,Both sexes,,339257.3579
nLx - person-years lived between ages x and x+n,2005,Gabon,25-29 years,Both sexes,,440869.5317
nLx - person-years lived between ages x and x+n,2005,Gabon,30-34 years,Both sexes,,430252.953
nLx - person-years lived between ages x and x+n,2005,Gabon,35-39 years,Both sexes,,416183.5465
nLx - person-years lived between ages x and x+n,2005,Gabon,40-44 years,Both sexes,,398658.7944
nLx - person-years lived between ages x and x+n,2010,Gabon,15-19  years,Both sexes,,460057.3533
nLx - person-years lived between ages x and x+n,2010,Gabon,20-24 years,Both sexes,,456029.1544
nLx - person-years lived between ages x and x+n,2010,Gabon,25-29 years,Both sexes,,449879.6411
nLx - person-years lived between ages x and x+n,2010,Gabon,30-34 years,Both sexes,,440932.6701
nLx - person-years lived between ages x and x+n,2015,Gabon,1-4 years,Both sexes,,382271.2896
nLx - person-years lived between ages x and x+n,2015,Gabon,5-9 years,Both sexes,,473541.7578
nLx - person-years lived between ages x and x+n,2015,Gabon,10-14 years,Both sexes,,470389.7533
nLx - person-years lived between ages x and x+n,2015,Gabon,15-19  years,Both sexes,,467240.9636
nLx - person-years lived between ages x and x+n,2015,Gabon,20-24 years,Both sexes,,463698.5171
nLx - person-years lived between ages x and x+n,2015,Gabon,85+ years,Both sexes,,68593.73344
nLx - person-years lived between ages x and x+n,2019,Gabon,<1 year,Both sexes,,97840.34369
nLx - person-years lived between ages x and x+n,2019,Gabon,1-4 years,Both sexes,,384924.791
nLx - person-years lived between ages x and x+n,2019,Gabon,5-9 years,Both sexes,,477610.8837
nLx - person-years lived between ages x and x+n,2019,Gabon,75-79 years,Both sexes,,177699.302
nLx - person-years lived between ages x and x+n,2019,Gabon,80-84 years,Both sexes,,111694.12
nLx - person-years lived between ages x and x+n,2019,Gabon,85+ years,Both sexes,,74162.98757
Tx - person-years lived above age x,2000,Gabon,<1 year,Male,,5614641.828
Tx - person-years lived above age x,2000,Gabon,65-69 years,Male,,482760.8382
Tx - person-years lived above age x,2000,Gabon,70-74 years,Male,,290045.4749
Tx - person-years lived above age x,2000,Gabon,75-79 years,Male,,152632.4033
Tx - person-years lived above age x,2000,Gabon,80-84 years,Male,,66576.9887
Tx - person-years lived above age x,2005,Gabon,50-54 years,Male,,1480673.726
Tx - person-years lived above age x,2005,Gabon,55-59 years,Male,,1131712.746
Tx - person-years lived above age x,2005,Gabon,60-64 years,Male,,819365.9836
Tx - person-years lived above age x,2005,Gabon,65-69 years,Male,,552536.1884
Tx - person-years lived above age x,2010,Gabon,40-44 years,Male,,2395055.806
Tx - person-years lived above age x,2010,Gabon,45-49 years,Male,,1982109.504
Tx - person-years lived above age x,2010,Gabon,50-54 years,Male,,1589615.687
Tx - person-years lived above age x,2010,Gabon,55-59 years,Male,,1224373.452
Tx - person-years lived above age x,2015,Gabon,30-34 years,Male,,3417510.812
Tx - person-years lived above age x,2015,Gabon,35-39 years,Male,,2970398.775
Tx - person-years lived above age x,2015,Gabon,40-44 years,Male,,2532424.275
Tx - person-years lived above age x,2015,Gabon,45-49 years,Male,,2107660.793
Tx - person-years lived above age x,2019,Gabon,15-19  years,Male,,4930527.057
Tx - person-years lived above age x,2019,Gabon,20-24 years,Male,,4462090.069
Tx - person-years lived above age x,2019,Gabon,25-29 years,Male,,3997875.312
Tx - person-years lived above age x,2019,Gabon,30-34 years,Male,,3538720.112
Tx - person-years lived above age x,2019,Gabon,35-39 years,Male,,3085437.872
Tx - person-years lived above age x,2000,Gabon,5-9 years,Female,,5540341.501
Tx - person-years lived above age x,2000,Gabon,10-14 years,Female,,5081725.149
Tx - person-years lived above age x,2000,Gabon,15-19  years,Female,,4626635.3
Tx - person-years lived above age x,2000,Gabon,20-24 years,Female,,4174421.373
Tx - person-years lived above age x,2005,Gabon,<1 year,Female,,6133639.21
Tx - person-years lived above age x,2005,Gabon,1-4 years,Female,,6036718.341
Tx - person-years lived above age x,2005,Gabon,5-9 years,Female,,5660606.951
Tx - person-years lived above age x,2005,Gabon,10-14 years,Female,,5197612.56
Tx - person-years lived above age x,2005,Gabon,80-84 years,Female,,163879.2512
Tx - person-years lived above age x,2005,Gabon,85+ years,Female,,65828.31881
Tx - person-years lived above age x,2010,Gabon,<1 year,Female,,6425479.904
Tx - person-years lived above age x,2010,Gabon,1-4 years,Female,,6328077.066
Tx - person-years lived above age x,2010,Gabon,65-69 years,Female,,908067.3542
Tx - person-years lived above age x,2010,Gabon,70-74 years,Female,,622879.2073
Tx - person-years lived above age x,2010,Gabon,75-79 years,Female,,384051.2557
Tx - person-years lived above age x,2010,Gabon,80-84 years,Female,,202559.2441
Tx - person-years lived above age x,2015,Gabon,55-59 years,Female,,1803219.901
Tx - person-years lived above age x,2015,Gabon,60-64 years,Female,,1418212.929
Tx - person-years lived above age x,2015,Gabon,65-69 years,Female,,1059776.026
Tx - person-years lived above age x,2015,Gabon,70-74 years,Female,,736620.2552
Tx - person-years lived above age x,2019,Gabon,45-49 years,Female,,2743087.098
Tx - person-years lived above age x,2019,Gabon,50-54 years,Female,,2308059.235
Tx - person-years lived above age x,2019,Gabon,55-59 years,Female,,1889326.642
Tx - person-years lived above age x,2019,Gabon,60-64 years,Female,,1490905.571
Tx - person-years lived above age x,2000,Gabon,30-34 years,Both sexes,,3110386.444
Tx - person-years lived above age x,2000,Gabon,35-39 years,Both sexes,,2687416.125
Tx - person-years lived above age x,2000,Gabon,40-44 years,Both sexes,,2279522.63
Tx - person-years lived above age x,2000,Gabon,45-49 years,Both sexes,,1890169.805
Tx - person-years lived above age x,2000,Gabon,50-54 years,Both sexes,,1523380.153
Tx - person-years lived above age x,2005,Gabon,20-24 years,Both sexes,,4135422.067
Tx - person-years lived above age x,2005,Gabon,25-29 years,Both sexes,,3687260.656
Tx - person-years lived above age x,2005,Gabon,30-34 years,Both sexes,,3246391.125
Tx - person-years lived above age x,2005,Gabon,35-39 years,Both sexes,,2816138.172
Tx - person-years lived above age x,2010,Gabon,10-14 years,Both sexes,,5273992.356
Tx - person-years lived above age x,2010,Gabon,15-19  years,Both sexes,,4810477.287
Tx - person-years lived above age x,2010,Gabon,20-24 years,Both sexes,,4350419.933
Tx - person-years lived above age x,2010,Gabon,25-29 years,Both sexes,,3894390.779
Tx - person-years lived above age x,2015,Gabon,1-4 years,Both sexes,,6395820.289
Tx - person-years lived above age x,2015,Gabon,5-9 years,Both sexes,,6013548.999
Tx - person-years lived above age x,2015,Gabon,10-14 years,Both sexes,,5540007.241
Tx - person-years lived above age x,2015,Gabon,15-19  years,Both sexes,,5069617.488
Tx - person-years lived above age x,2015,Gabon,80-84 years,Both sexes,,172709.499
Tx - person-years lived above age x,2015,Gabon,85+ years,Both sexes,,68593.73344
Tx - person-years lived above age x,2019,Gabon,<1 year,Both sexes,,6646911.296
Tx - person-years lived above age x,2019,Gabon,1-4 years,Both sexes,,6549070.952
Tx - person-years lived above age x,2019,Gabon,70-74 years,Both sexes,,605658.9252
Tx - person-years lived above age x,2019,Gabon,75-79 years,Both sexes,,363556.4096
Tx - person-years lived above age x,2019,Gabon,80-84 years,Both sexes,,185857.1075
Tx - person-years lived above age x,2019,Gabon,85+ years,Both sexes,,74162.98757
ex - expectation of life at age x,2000,Gabon,60-64 years,Male,,13.40602
ex - expectation of life at age x,2000,Gabon,65-69 years,Male,,10.94723
ex - expectation of life at age x,2000,Gabon,70-74 years,Male,,8.79266
ex - expectation of life at age x,2000,Gabon,75-79 years,Male,,6.94479
ex - expectation of life at age x,2005,Gabon,45-49 years,Male,,23.79058
ex - expectation of life at age x,2005,Gabon,50-54 years,Male,,20.26986
ex - expectation of life at age x,2005,Gabon,55-59 years,Male,,17.00894
ex - expectation of life at age x,2005,Gabon,60-64 years,Male,,14.02968
ex - expectation of life at age x,2005,Gabon,65-69 years,Male,,11.43267
ex - expectation of life at age x,2010,Gabon,35-39 years,Male,,32.52268
ex - expectation of life at age x,2010,Gabon,40-44 years,Male,,28.39724
ex - expectation of life at age x,2010,Gabon,45-49 years,Male,,24.51972
ex - expectation of life at age x,2010,Gabon,50-54 years,Male,,20.87201
ex - expectation of life at age x,2015,Gabon,25-29 years,Male,,42.39438
ex - expectation of life at age x,2015,Gabon,30-34 years,Male,,37.90076
ex - expectation of life at age x,2015,Gabon,35-39 years,Male,,33.49765
ex - expectation of life at age x,2015,Gabon,40-44 years,Male,,29.27152
ex - expectation of life at age x,2019,Gabon,15-19  years,Male,,52.42904
ex - expectation of life at age x,2019,Gabon,20-24 years,Male,,47.80834
ex - expectation of life at age x,2019,Gabon,25-29 years,Male,,43.28906
ex - expectation of life at age x,2019,Gabon,30-34 years,Male,,38.75541
ex - expectation of life at age x,2000,Gabon,1-4 years,Female,,62.17366
ex - expectation of life at age x,2000,Gabon,5-9 years,Female,,60.12943
ex - expectation of life at age x,2000,Gabon,10-14 years,Female,,55.65581
ex - expectation of life at age x,2000,Gabon,15-19  years,Female,,50.99364
ex - expectation of life at age x,2000,Gabon,85+ years,Female,,4.66446
ex - expectation of life at age x,2005,Gabon,<1 year,Female,,61.33639
ex - expectation of life at age x,2005,Gabon,1-4 years,Female,,63.14477
ex - expectation of life at age x,2005,Gabon,5-9 years,Female,,60.88054
ex - expectation of life at age x,2005,Gabon,75-79 years,Female,,8.63765
ex - expectation of life at age x,2005,Gabon,80-84 years,Female,,6.47462
ex - expectation of life at age x,2005,Gabon,85+ years,Female,,4.73266
ex - expectation of life at age x,2010,Gabon,<1 year,Female,,64.2548
ex - expectation of life at age x,2010,Gabon,60-64 years,Female,,18.23144
